trip_duration,fare_amount,pickup_location,drop_location,payment_mode,driver_rating,start_hour,day_of_week
45,282.87,Indiranagar,Marathahalli,Cash,4.6,21,Friday
55,113.26,Whitefield,HSR Layout,Online,3.3,3,Monday
51,264.78,Electronic City,BTM Layout,Online,4.6,0,Friday
22,236.31,Koramangala,HSR Layout,Online,5.0,22,Sunday
15,96.91,Koramangala,HSR Layout,Cash,4.7,9,Thursday
27,39.81,Koramangala,Marathahalli,Online,4.5,3,Saturday
52,57.5,Indiranagar,HSR Layout,Online,4.3,12,Thursday
26,226.69,Indiranagar,MG Road,Online,3.8,3,Saturday
21,83.91,Whitefield,Banashankari,Cash,4.5,15,Sunday
9,130.24,Koramangala,Banashankari,Online,4.4,8,Friday
48,165.46,Whitefield,Marathahalli,Cash,4.3,3,Monday
15,225.88,Koramangala,Banashankari,Online,4.6,19,Friday
34,60.57,Indiranagar,MG Road,Cash,3.9,7,Monday
19,139.72,Electronic City,Marathahalli,Cash,3.2,3,Thursday
31,160.97,Electronic City,BTM Layout,Online,4.1,8,Wednesday
39,176.02,Electronic City,Banashankari,Cash,3.5,10,Tuesday
37,250.96,Electronic City,HSR Layout,Online,3.8,23,Thursday
24,76.35,Jayanagar,MG Road,Cash,3.0,4,Friday
20,248.11,Koramangala,MG Road,Cash,3.8,8,Friday
38,217.08,Electronic City,Banashankari,Online,4.6,7,Monday
6,180.09,Jayanagar,BTM Layout,Online,4.1,3,Tuesday
39,218.87,Jayanagar,HSR Layout,Cash,3.0,19,Saturday
44,141.24,Jayanagar,BTM Layout,Online,3.9,0,Thursday
32,67.37,Whitefield,BTM Layout,Cash,3.6,19,Sunday
51,209.76,Whitefield,Banashankari,Online,4.0,12,Tuesday
43,171.66,Jayanagar,HSR Layout,Online,3.8,23,Tuesday
10,202.63,Electronic City,Banashankari,Cash,4.9,4,Thursday
13,121.26,Koramangala,Banashankari,Online,3.1,21,Monday
24,274.85,Indiranagar,MG Road,Cash,4.4,19,Saturday
5,188.59,Whitefield,Banashankari,Cash,4.7,20,Monday
12,53.06,Electronic City,Marathahalli,Online,4.9,9,Sunday
59,151.45,Electronic City,HSR Layout,Online,3.4,15,Monday
27,234.22,Indiranagar,MG Road,Online,4.1,7,Wednesday
7,244.42,Indiranagar,HSR Layout,Online,3.1,11,Tuesday
8,163.54,Electronic City,MG Road,Online,4.0,2,Wednesday
29,271.58,Indiranagar,Marathahalli,Online,3.3,3,Monday
51,102.27,Electronic City,Banashankari,Cash,4.7,16,Saturday
42,140.86,Indiranagar,MG Road,Online,3.2,20,Thursday
19,272.62,Indiranagar,MG Road,Online,4.0,19,Tuesday
25,271.99,Electronic City,MG Road,Online,4.0,21,Thursday
39,215.14,Jayanagar,Marathahalli,Online,4.9,21,Friday
57,261.92,Electronic City,HSR Layout,Cash,4.3,12,Tuesday
57,53.97,Koramangala,Marathahalli,Online,3.6,5,Thursday
50,263.55,Indiranagar,MG Road,Cash,3.5,2,Monday
56,116.57,Whitefield,MG Road,Online,3.3,13,Wednesday
18,78.15,Indiranagar,Banashankari,Online,4.5,6,Thursday
40,94.63,Koramangala,Marathahalli,Online,4.4,2,Sunday
16,142.85,Whitefield,Marathahalli,Online,4.2,5,Saturday
21,97.82,Whitefield,BTM Layout,Online,3.1,12,Friday
43,116.55,Electronic City,HSR Layout,Online,4.5,13,Monday
13,66.44,Jayanagar,BTM Layout,Online,4.3,14,Sunday
39,109.97,Electronic City,BTM Layout,Online,4.9,15,Friday
17,184.52,Whitefield,HSR Layout,Online,4.2,0,Saturday
19,149.3,Whitefield,Banashankari,Cash,3.6,14,Saturday
22,123.61,Jayanagar,Banashankari,Cash,3.8,23,Wednesday
55,231.54,Indiranagar,HSR Layout,Online,3.4,6,Friday
37,271.25,Jayanagar,HSR Layout,Online,4.4,8,Saturday
10,234.33,Electronic City,Marathahalli,Online,4.4,14,Thursday
31,119.64,Indiranagar,Marathahalli,Cash,3.4,13,Saturday
27,231.0,Electronic City,Marathahalli,Online,3.3,18,Saturday
31,71.03,Jayanagar,Marathahalli,Online,3.2,23,Thursday
38,65.19,Indiranagar,MG Road,Cash,4.8,17,Monday
50,123.32,Jayanagar,MG Road,Online,3.5,8,Wednesday
42,248.08,Koramangala,Banashankari,Online,3.7,0,Wednesday
18,96.51,Whitefield,MG Road,Online,3.6,11,Tuesday
40,47.08,Indiranagar,MG Road,Cash,3.8,9,Sunday
57,65.56,Whitefield,Marathahalli,Cash,4.4,6,Tuesday
12,261.86,Koramangala,Marathahalli,Cash,4.7,13,Thursday
39,201.12,Indiranagar,HSR Layout,Cash,3.4,0,Saturday
23,98.36,Whitefield,Marathahalli,Cash,4.4,14,Friday
34,179.93,Whitefield,HSR Layout,Online,3.7,21,Saturday
18,172.45,Indiranagar,HSR Layout,Cash,5.0,0,Saturday
24,206.97,Whitefield,MG Road,Online,3.6,12,Friday
53,92.96,Whitefield,Marathahalli,Online,3.0,19,Monday
29,263.39,Indiranagar,MG Road,Cash,4.0,22,Wednesday
44,113.53,Whitefield,Marathahalli,Online,3.3,1,Thursday
28,217.42,Whitefield,MG Road,Online,3.1,2,Friday
18,34.35,Electronic City,MG Road,Online,4.4,3,Tuesday
30,130.62,Electronic City,MG Road,Cash,4.5,15,Thursday
42,124.96,Koramangala,Banashankari,Online,3.9,21,Monday
27,176.74,Electronic City,MG Road,Cash,4.4,11,Thursday
26,49.64,Electronic City,BTM Layout,Online,4.1,3,Friday
52,243.34,Koramangala,BTM Layout,Cash,4.3,21,Sunday
23,88.8,Whitefield,BTM Layout,Online,4.2,11,Monday
50,212.8,Whitefield,HSR Layout,Cash,4.3,6,Saturday
55,246.87,Electronic City,MG Road,Cash,3.4,19,Tuesday
7,181.71,Koramangala,BTM Layout,Online,3.5,21,Tuesday
46,230.04,Whitefield,HSR Layout,Online,3.9,2,Friday
23,208.7,Jayanagar,BTM Layout,Online,3.9,4,Monday
13,125.99,Indiranagar,Marathahalli,Cash,4.5,11,Tuesday
32,248.39,Indiranagar,Banashankari,Online,3.7,11,Monday
24,109.57,Indiranagar,MG Road,Online,3.3,19,Thursday
49,184.23,Electronic City,Banashankari,Cash,3.5,22,Sunday
11,231.26,Indiranagar,Banashankari,Online,3.4,21,Wednesday
18,132.32,Indiranagar,Marathahalli,Online,4.5,6,Wednesday
13,111.75,Jayanagar,Marathahalli,Cash,3.9,21,Wednesday
59,154.02,Whitefield,Marathahalli,Online,4.4,11,Tuesday
23,250.85,Jayanagar,HSR Layout,Online,3.8,1,Friday
51,281.08,Electronic City,BTM Layout,Online,4.8,13,Wednesday
56,177.17,Indiranagar,MG Road,Cash,5.0,22,Saturday
18,208.6,Whitefield,Marathahalli,Online,4.3,15,Sunday
42,273.88,Indiranagar,MG Road,Cash,4.7,23,Friday
57,56.61,Indiranagar,MG Road,Online,4.0,6,Sunday
40,92.66,Electronic City,MG Road,Cash,4.9,3,Wednesday
44,221.4,Indiranagar,Marathahalli,Online,4.7,19,Thursday
21,252.41,Koramangala,Marathahalli,Online,5.0,4,Sunday
34,261.4,Whitefield,BTM Layout,Cash,4.2,13,Wednesday
13,142.08,Whitefield,Marathahalli,Online,4.6,8,Friday
37,54.12,Koramangala,Marathahalli,Online,4.1,4,Tuesday
56,148.2,Electronic City,MG Road,Cash,3.5,1,Sunday
29,92.3,Indiranagar,BTM Layout,Online,3.7,4,Saturday
18,108.62,Indiranagar,Banashankari,Online,4.8,2,Thursday
15,238.51,Whitefield,Marathahalli,Cash,3.1,9,Friday
57,50.39,Electronic City,Marathahalli,Online,4.2,7,Monday
39,253.45,Electronic City,Banashankari,Online,3.7,9,Wednesday
45,145.47,Electronic City,MG Road,Cash,3.8,1,Thursday
18,190.94,Indiranagar,BTM Layout,Online,4.8,13,Tuesday
34,54.21,Electronic City,MG Road,Cash,4.7,3,Sunday
45,121.09,Koramangala,HSR Layout,Online,4.2,20,Monday
8,54.22,Jayanagar,Marathahalli,Online,3.5,11,Sunday
8,289.62,Electronic City,HSR Layout,Cash,4.0,19,Wednesday
32,247.96,Jayanagar,Marathahalli,Online,3.8,13,Thursday
12,154.1,Indiranagar,HSR Layout,Online,3.7,15,Saturday
6,90.37,Electronic City,Banashankari,Cash,3.2,4,Friday
45,282.03,Whitefield,Marathahalli,Online,4.1,15,Sunday
50,123.04,Indiranagar,Marathahalli,Online,3.6,3,Wednesday
26,73.47,Koramangala,HSR Layout,Online,4.3,2,Thursday
45,182.05,Koramangala,BTM Layout,Online,3.6,0,Wednesday
59,284.82,Jayanagar,HSR Layout,Cash,3.9,3,Saturday
20,31.03,Jayanagar,Marathahalli,Cash,3.1,8,Thursday
33,94.29,Whitefield,Marathahalli,Online,5.0,0,Friday
53,283.38,Whitefield,BTM Layout,Online,4.0,15,Wednesday
52,76.19,Koramangala,MG Road,Online,3.0,22,Sunday
34,60.58,Electronic City,BTM Layout,Cash,4.1,2,Thursday
16,183.95,Koramangala,MG Road,Online,4.7,23,Sunday
39,262.7,Koramangala,Marathahalli,Online,4.5,5,Monday
15,158.82,Whitefield,Banashankari,Cash,4.4,12,Tuesday
50,298.53,Jayanagar,Banashankari,Cash,3.3,16,Saturday
54,213.38,Whitefield,HSR Layout,Online,4.3,14,Thursday
25,50.0,Whitefield,BTM Layout,Cash,4.5,20,Sunday
25,298.06,Whitefield,BTM Layout,Cash,4.1,11,Thursday
9,140.13,Koramangala,Banashankari,Online,4.8,7,Thursday
52,107.6,Electronic City,MG Road,Online,3.6,15,Wednesday
24,180.63,Koramangala,BTM Layout,Online,3.5,2,Saturday
41,112.16,Indiranagar,MG Road,Online,4.7,3,Tuesday
7,53.34,Whitefield,MG Road,Online,4.3,6,Saturday
48,30.39,Whitefield,MG Road,Online,3.0,14,Wednesday
37,151.39,Indiranagar,MG Road,Cash,3.7,10,Sunday
57,255.95,Whitefield,HSR Layout,Cash,4.7,15,Thursday
13,184.53,Whitefield,HSR Layout,Cash,3.1,21,Saturday
13,299.79,Whitefield,Banashankari,Cash,3.0,13,Thursday
8,107.45,Indiranagar,HSR Layout,Cash,3.6,22,Tuesday
39,105.72,Koramangala,BTM Layout,Cash,4.8,12,Monday
21,73.13,Whitefield,HSR Layout,Cash,4.8,8,Wednesday
38,74.3,Electronic City,BTM Layout,Cash,4.0,17,Monday
28,107.0,Indiranagar,BTM Layout,Online,4.1,2,Saturday
36,244.07,Jayanagar,MG Road,Cash,3.7,19,Thursday
5,274.55,Indiranagar,Banashankari,Online,3.5,21,Sunday
12,293.27,Koramangala,MG Road,Cash,4.6,4,Sunday
49,92.72,Indiranagar,MG Road,Online,3.2,21,Thursday
27,267.95,Jayanagar,HSR Layout,Online,4.0,23,Friday
51,118.63,Electronic City,HSR Layout,Online,4.3,1,Friday
44,60.47,Jayanagar,BTM Layout,Online,3.2,21,Monday
16,264.91,Indiranagar,HSR Layout,Online,4.0,20,Friday
58,201.75,Jayanagar,HSR Layout,Cash,4.2,16,Sunday
16,74.48,Indiranagar,Marathahalli,Online,4.5,15,Saturday
50,146.05,Electronic City,BTM Layout,Online,3.5,23,Tuesday
51,107.56,Electronic City,BTM Layout,Online,3.6,19,Saturday
19,228.93,Koramangala,Marathahalli,Cash,4.1,23,Monday
45,152.42,Electronic City,BTM Layout,Online,5.0,12,Saturday
23,297.11,Whitefield,Banashankari,Online,3.4,19,Friday
30,44.78,Jayanagar,Banashankari,Online,5.0,10,Friday
56,125.85,Jayanagar,Marathahalli,Online,4.4,7,Tuesday
33,160.11,Indiranagar,HSR Layout,Cash,4.7,20,Saturday
26,165.85,Electronic City,Banashankari,Cash,3.2,4,Tuesday
44,115.3,Koramangala,Marathahalli,Online,3.6,1,Sunday
25,226.89,Koramangala,Banashankari,Cash,3.1,3,Monday
55,266.18,Koramangala,MG Road,Cash,3.7,2,Wednesday
42,283.45,Whitefield,Marathahalli,Cash,5.0,1,Saturday
24,247.38,Electronic City,BTM Layout,Cash,3.2,2,Sunday
33,259.66,Koramangala,Banashankari,Online,4.1,15,Sunday
55,178.65,Whitefield,BTM Layout,Cash,3.0,19,Saturday
8,252.99,Jayanagar,Marathahalli,Online,4.4,8,Tuesday
59,111.95,Indiranagar,Banashankari,Online,3.4,5,Friday
11,137.59,Electronic City,BTM Layout,Online,3.3,14,Monday
32,115.57,Electronic City,HSR Layout,Cash,3.7,4,Wednesday
32,156.19,Jayanagar,HSR Layout,Online,4.5,8,Saturday
8,107.11,Electronic City,MG Road,Online,3.2,23,Monday
26,289.64,Electronic City,Marathahalli,Online,3.5,5,Friday
16,114.47,Electronic City,BTM Layout,Online,3.0,2,Wednesday
49,56.47,Electronic City,MG Road,Online,4.9,22,Wednesday
7,172.24,Whitefield,Marathahalli,Online,4.2,12,Sunday
26,45.42,Whitefield,HSR Layout,Cash,4.4,21,Tuesday
48,59.85,Indiranagar,BTM Layout,Cash,4.3,14,Thursday
6,89.24,Electronic City,Banashankari,Online,3.3,10,Friday
28,155.37,Jayanagar,HSR Layout,Cash,4.2,15,Thursday
38,146.98,Koramangala,Banashankari,Cash,3.3,14,Friday
31,245.92,Indiranagar,Banashankari,Online,3.8,23,Monday
59,229.66,Koramangala,BTM Layout,Cash,4.1,5,Thursday
45,145.11,Koramangala,BTM Layout,Online,4.1,13,Sunday
5,120.1,Electronic City,Banashankari,Online,3.2,10,Saturday
12,115.45,Jayanagar,MG Road,Cash,3.1,19,Sunday
27,238.98,Koramangala,Banashankari,Cash,4.6,9,Sunday
42,44.06,Koramangala,Banashankari,Cash,4.5,15,Saturday
10,33.46,Indiranagar,BTM Layout,Cash,3.2,11,Saturday
26,244.8,Jayanagar,Marathahalli,Cash,3.3,6,Wednesday
29,158.83,Jayanagar,HSR Layout,Cash,4.8,6,Tuesday
22,65.34,Koramangala,BTM Layout,Online,4.5,23,Sunday
21,93.6,Jayanagar,MG Road,Cash,5.0,17,Friday
16,281.78,Indiranagar,HSR Layout,Online,3.5,14,Tuesday
10,262.07,Indiranagar,BTM Layout,Online,4.0,5,Friday
30,221.64,Indiranagar,BTM Layout,Online,3.5,18,Saturday
31,160.2,Electronic City,Marathahalli,Online,4.2,7,Wednesday
12,170.49,Koramangala,MG Road,Cash,3.2,19,Wednesday
23,293.32,Jayanagar,MG Road,Online,3.3,14,Wednesday
46,290.76,Indiranagar,BTM Layout,Cash,3.1,3,Wednesday
5,88.12,Koramangala,Marathahalli,Cash,4.4,17,Sunday
33,249.0,Koramangala,BTM Layout,Online,4.0,12,Wednesday
49,83.26,Electronic City,Banashankari,Cash,4.2,21,Saturday
53,87.66,Jayanagar,Banashankari,Cash,4.8,21,Tuesday
39,212.55,Jayanagar,Marathahalli,Online,4.5,0,Monday
44,139.35,Indiranagar,BTM Layout,Online,3.9,7,Thursday
18,281.52,Indiranagar,Marathahalli,Cash,5.0,18,Tuesday
39,54.03,Koramangala,BTM Layout,Cash,3.9,16,Saturday
52,168.11,Jayanagar,BTM Layout,Online,3.2,9,Thursday
49,278.0,Jayanagar,Banashankari,Online,5.0,0,Monday
24,274.11,Indiranagar,HSR Layout,Cash,3.0,0,Friday
53,72.26,Whitefield,MG Road,Online,4.1,20,Sunday
17,128.99,Koramangala,MG Road,Online,3.6,4,Monday
42,197.16,Jayanagar,Marathahalli,Cash,4.0,0,Monday
53,73.04,Electronic City,MG Road,Online,4.1,20,Saturday
50,291.37,Electronic City,Banashankari,Online,3.5,22,Sunday
53,276.98,Whitefield,HSR Layout,Cash,4.1,20,Friday
12,75.08,Indiranagar,BTM Layout,Online,4.5,19,Thursday
47,62.71,Indiranagar,BTM Layout,Cash,3.5,12,Sunday
24,53.06,Indiranagar,Banashankari,Online,3.8,8,Wednesday
37,275.55,Electronic City,MG Road,Online,3.5,15,Friday
30,82.28,Indiranagar,BTM Layout,Cash,4.6,7,Friday
43,142.4,Electronic City,MG Road,Online,4.4,13,Monday
25,151.19,Whitefield,Banashankari,Online,4.7,16,Friday
57,191.73,Koramangala,BTM Layout,Cash,3.3,3,Sunday
53,49.37,Jayanagar,Marathahalli,Cash,3.1,6,Tuesday
46,91.22,Whitefield,HSR Layout,Cash,3.2,16,Sunday
47,281.5,Electronic City,MG Road,Online,3.3,23,Wednesday
58,275.27,Whitefield,MG Road,Online,4.1,15,Sunday
45,240.95,Jayanagar,MG Road,Online,4.9,13,Monday
13,35.24,Koramangala,MG Road,Online,3.7,15,Thursday
28,118.29,Jayanagar,Banashankari,Online,4.9,1,Thursday
41,199.55,Electronic City,Banashankari,Cash,3.1,23,Thursday
53,104.3,Jayanagar,Banashankari,Cash,4.9,14,Thursday
45,275.59,Whitefield,Banashankari,Online,3.4,10,Thursday
21,201.15,Indiranagar,BTM Layout,Online,4.8,12,Monday
28,49.41,Whitefield,Banashankari,Online,3.1,3,Tuesday
25,275.43,Electronic City,BTM Layout,Online,4.9,23,Tuesday
55,288.6,Koramangala,Marathahalli,Online,3.4,0,Thursday
43,50.98,Jayanagar,Banashankari,Online,3.6,14,Tuesday
59,173.74,Koramangala,Marathahalli,Cash,4.0,11,Wednesday
45,111.91,Electronic City,Banashankari,Online,3.8,20,Tuesday
43,136.07,Jayanagar,Marathahalli,Online,4.3,8,Sunday
17,78.51,Whitefield,HSR Layout,Online,4.9,6,Friday
15,186.08,Whitefield,Marathahalli,Online,4.2,2,Thursday
50,288.65,Electronic City,BTM Layout,Online,4.4,15,Sunday
23,165.83,Jayanagar,MG Road,Online,3.2,3,Friday
15,52.39,Whitefield,Marathahalli,Cash,4.3,22,Friday
17,197.4,Electronic City,MG Road,Online,3.9,13,Thursday
50,121.86,Electronic City,HSR Layout,Online,4.8,21,Saturday
49,261.1,Koramangala,HSR Layout,Cash,3.8,12,Monday
5,147.36,Whitefield,BTM Layout,Cash,4.4,19,Saturday
44,82.07,Jayanagar,BTM Layout,Online,3.5,18,Tuesday
48,81.6,Whitefield,Marathahalli,Cash,3.5,1,Saturday
23,237.57,Whitefield,Banashankari,Online,3.8,9,Wednesday
16,101.71,Whitefield,HSR Layout,Online,3.6,18,Saturday
12,237.15,Electronic City,MG Road,Cash,3.5,14,Saturday
12,85.59,Indiranagar,Banashankari,Online,3.1,6,Monday
57,116.86,Indiranagar,HSR Layout,Online,4.7,14,Wednesday
49,155.68,Koramangala,Marathahalli,Online,3.1,16,Saturday
16,284.66,Whitefield,HSR Layout,Online,4.8,23,Thursday
52,281.57,Indiranagar,BTM Layout,Online,3.3,15,Tuesday
37,85.86,Koramangala,MG Road,Cash,3.1,16,Saturday
49,126.72,Electronic City,MG Road,Cash,4.1,15,Monday
30,70.34,Whitefield,BTM Layout,Cash,4.0,17,Thursday
43,167.7,Jayanagar,Banashankari,Online,4.0,16,Monday
32,154.36,Electronic City,BTM Layout,Online,4.1,3,Friday
9,273.21,Koramangala,MG Road,Online,3.6,1,Saturday
12,281.1,Electronic City,Marathahalli,Online,4.3,16,Tuesday
29,133.56,Jayanagar,Banashankari,Cash,4.0,16,Tuesday
31,162.77,Electronic City,HSR Layout,Cash,3.7,1,Thursday
50,271.98,Koramangala,Marathahalli,Online,4.7,21,Thursday
27,247.81,Jayanagar,Banashankari,Online,4.5,1,Thursday
34,30.99,Jayanagar,MG Road,Online,3.8,14,Tuesday
49,116.42,Electronic City,MG Road,Cash,4.7,15,Saturday
51,143.88,Jayanagar,Marathahalli,Online,4.8,10,Friday
27,92.02,Electronic City,Banashankari,Online,4.1,1,Tuesday
53,83.88,Whitefield,HSR Layout,Online,3.4,7,Thursday
51,40.2,Jayanagar,HSR Layout,Cash,4.8,20,Wednesday
24,203.71,Electronic City,BTM Layout,Online,3.4,23,Saturday
22,100.88,Whitefield,Marathahalli,Online,3.1,11,Friday
22,44.13,Jayanagar,Banashankari,Online,3.7,13,Tuesday
6,92.36,Whitefield,Marathahalli,Cash,4.5,13,Wednesday
8,246.52,Jayanagar,HSR Layout,Cash,4.8,23,Saturday
34,259.9,Koramangala,Banashankari,Online,4.3,11,Sunday
37,160.43,Koramangala,MG Road,Cash,4.9,1,Sunday
40,142.34,Electronic City,MG Road,Online,3.2,13,Friday
22,294.02,Indiranagar,Banashankari,Cash,3.1,22,Sunday
41,84.15,Koramangala,Marathahalli,Cash,4.2,11,Tuesday
23,88.15,Indiranagar,Marathahalli,Online,4.9,23,Sunday
51,108.8,Whitefield,MG Road,Online,4.0,8,Saturday
32,76.64,Whitefield,MG Road,Online,3.1,7,Saturday
44,132.43,Indiranagar,HSR Layout,Online,3.4,19,Thursday
24,275.93,Electronic City,Banashankari,Cash,3.5,15,Tuesday
53,196.14,Jayanagar,Marathahalli,Online,3.7,9,Saturday
37,141.23,Indiranagar,HSR Layout,Cash,3.1,6,Friday
16,282.29,Indiranagar,Marathahalli,Online,4.8,14,Thursday
55,43.09,Indiranagar,MG Road,Cash,4.0,8,Saturday
19,86.77,Indiranagar,Banashankari,Cash,4.3,3,Monday
45,182.79,Indiranagar,BTM Layout,Cash,3.1,22,Wednesday
43,196.2,Electronic City,Banashankari,Cash,3.1,5,Saturday
6,40.68,Koramangala,BTM Layout,Online,4.2,11,Sunday
33,138.82,Jayanagar,HSR Layout,Online,4.8,14,Thursday
45,205.27,Koramangala,BTM Layout,Online,4.1,18,Thursday
14,218.48,Indiranagar,BTM Layout,Online,4.8,21,Friday
6,202.3,Koramangala,HSR Layout,Cash,4.6,23,Saturday
55,116.55,Electronic City,Banashankari,Cash,3.2,1,Saturday
15,55.25,Whitefield,HSR Layout,Cash,3.4,18,Friday
17,145.32,Koramangala,MG Road,Cash,4.3,23,Wednesday
14,64.76,Jayanagar,MG Road,Online,3.9,19,Friday
18,285.86,Electronic City,BTM Layout,Online,3.6,19,Thursday
22,158.3,Whitefield,HSR Layout,Cash,3.8,1,Wednesday
55,115.66,Electronic City,HSR Layout,Cash,3.9,14,Sunday
58,236.9,Indiranagar,HSR Layout,Cash,4.8,11,Wednesday
13,164.45,Whitefield,Banashankari,Cash,3.2,0,Tuesday
43,113.71,Jayanagar,Marathahalli,Cash,3.6,22,Thursday
32,249.23,Whitefield,Marathahalli,Online,4.1,13,Thursday
7,264.13,Jayanagar,Marathahalli,Cash,4.4,3,Friday
24,211.71,Indiranagar,Banashankari,Online,4.3,21,Thursday
10,42.68,Jayanagar,HSR Layout,Cash,4.9,23,Saturday
31,182.91,Electronic City,Marathahalli,Cash,4.6,10,Friday
57,236.09,Koramangala,HSR Layout,Online,4.1,6,Sunday
6,66.86,Electronic City,BTM Layout,Online,3.4,12,Thursday
33,91.74,Electronic City,Marathahalli,Cash,3.9,13,Saturday
42,268.27,Whitefield,BTM Layout,Online,4.4,6,Tuesday
7,35.43,Indiranagar,Banashankari,Cash,4.7,21,Thursday
20,233.24,Koramangala,MG Road,Cash,4.9,10,Tuesday
34,157.92,Jayanagar,Banashankari,Online,4.2,19,Sunday
44,150.63,Whitefield,Banashankari,Online,4.1,19,Thursday
6,31.92,Indiranagar,Banashankari,Cash,3.0,10,Thursday
21,251.24,Koramangala,Marathahalli,Cash,3.1,20,Monday
45,127.15,Electronic City,BTM Layout,Online,3.3,8,Sunday
16,176.01,Indiranagar,Marathahalli,Cash,3.1,3,Saturday
39,212.87,Indiranagar,MG Road,Cash,3.8,1,Thursday
47,219.71,Indiranagar,Banashankari,Online,3.7,1,Tuesday
5,288.11,Electronic City,HSR Layout,Online,4.3,8,Wednesday
59,173.46,Jayanagar,MG Road,Cash,4.1,18,Tuesday
49,137.92,Whitefield,BTM Layout,Online,4.2,14,Saturday
19,287.5,Jayanagar,MG Road,Online,3.9,20,Thursday
30,203.37,Koramangala,Marathahalli,Online,3.6,20,Friday
41,110.5,Whitefield,HSR Layout,Online,4.9,17,Monday
25,64.15,Koramangala,Marathahalli,Online,3.2,15,Friday
53,257.49,Electronic City,Banashankari,Cash,4.9,1,Monday
35,127.79,Jayanagar,Banashankari,Cash,3.6,11,Monday
29,208.33,Indiranagar,MG Road,Online,4.0,0,Friday
27,157.12,Whitefield,Banashankari,Online,3.2,1,Saturday
28,83.71,Indiranagar,Banashankari,Online,3.1,13,Thursday
42,192.46,Koramangala,BTM Layout,Online,3.9,6,Tuesday
32,46.38,Indiranagar,BTM Layout,Online,4.5,16,Friday
25,141.6,Indiranagar,Marathahalli,Online,3.5,14,Wednesday
58,177.59,Electronic City,Marathahalli,Online,4.1,16,Monday
47,147.73,Electronic City,BTM Layout,Online,3.6,8,Tuesday
22,232.14,Jayanagar,MG Road,Cash,3.8,12,Sunday
40,253.54,Koramangala,BTM Layout,Online,4.8,1,Sunday
39,238.24,Electronic City,Marathahalli,Online,4.7,14,Wednesday
49,40.48,Electronic City,HSR Layout,Online,4.0,19,Tuesday
59,82.41,Jayanagar,Banashankari,Online,3.5,10,Thursday
13,174.88,Whitefield,HSR Layout,Cash,3.4,18,Wednesday
57,282.4,Jayanagar,HSR Layout,Online,4.9,13,Saturday
42,255.44,Indiranagar,Banashankari,Online,3.4,3,Saturday
34,257.48,Indiranagar,BTM Layout,Online,4.6,10,Friday
48,111.87,Electronic City,MG Road,Online,3.7,15,Tuesday
38,145.95,Electronic City,HSR Layout,Cash,5.0,22,Sunday
36,157.09,Jayanagar,MG Road,Online,3.7,1,Saturday
7,72.49,Jayanagar,Marathahalli,Online,3.7,1,Saturday
7,38.39,Koramangala,HSR Layout,Online,4.3,8,Friday
32,285.66,Indiranagar,Marathahalli,Online,4.9,21,Friday
48,94.99,Jayanagar,BTM Layout,Online,5.0,22,Saturday
19,94.79,Whitefield,HSR Layout,Cash,4.4,20,Tuesday
45,52.51,Koramangala,Marathahalli,Online,4.5,20,Tuesday
27,280.7,Jayanagar,Marathahalli,Cash,4.1,3,Monday
44,186.53,Electronic City,BTM Layout,Online,4.5,7,Monday
15,210.1,Jayanagar,MG Road,Cash,4.7,22,Wednesday
52,276.13,Electronic City,MG Road,Cash,4.0,17,Sunday
36,123.32,Electronic City,HSR Layout,Online,4.2,14,Wednesday
58,197.81,Indiranagar,BTM Layout,Online,4.1,1,Wednesday
40,40.48,Indiranagar,HSR Layout,Online,4.1,21,Monday
37,80.43,Jayanagar,MG Road,Online,4.8,10,Friday
28,254.44,Jayanagar,BTM Layout,Online,3.7,16,Saturday
43,237.03,Whitefield,Banashankari,Online,3.4,6,Thursday
38,124.67,Koramangala,BTM Layout,Online,3.9,7,Thursday
32,131.74,Koramangala,BTM Layout,Online,3.4,9,Sunday
41,174.06,Jayanagar,Banashankari,Online,4.0,23,Saturday
11,30.07,Indiranagar,Marathahalli,Online,4.8,2,Tuesday
8,95.14,Whitefield,Marathahalli,Online,4.2,12,Monday
41,86.22,Koramangala,Marathahalli,Cash,4.7,22,Tuesday
5,97.63,Jayanagar,MG Road,Online,3.3,16,Thursday
5,247.59,Indiranagar,BTM Layout,Cash,4.8,12,Tuesday
51,105.51,Indiranagar,Banashankari,Cash,4.2,18,Monday
24,81.71,Indiranagar,MG Road,Cash,3.1,21,Monday
23,166.15,Electronic City,Banashankari,Online,4.3,8,Monday
33,263.72,Indiranagar,MG Road,Cash,4.9,20,Thursday
14,95.16,Jayanagar,MG Road,Online,3.2,15,Monday
22,51.2,Whitefield,MG Road,Online,4.2,4,Wednesday
32,126.23,Jayanagar,Banashankari,Online,4.8,8,Wednesday
39,231.87,Indiranagar,HSR Layout,Online,3.0,8,Sunday
47,178.69,Whitefield,MG Road,Online,4.3,5,Saturday
51,250.53,Koramangala,Marathahalli,Online,3.9,20,Sunday
35,289.09,Koramangala,BTM Layout,Online,3.7,9,Monday
31,244.02,Jayanagar,HSR Layout,Online,4.3,17,Wednesday
15,193.03,Whitefield,HSR Layout,Online,3.1,10,Monday
53,163.2,Jayanagar,Banashankari,Online,4.5,23,Thursday
53,40.82,Whitefield,HSR Layout,Cash,3.0,23,Wednesday
42,295.77,Whitefield,Banashankari,Online,3.6,14,Thursday
